Date,Open,High,Low,Close,Volume
2016-02-16,0.6366464926163916,0.6593316407753999,0.6346951107876287,0.6583558917045593,485352000
2016-02-17,0.6666491616216241,0.6810407862580998,0.6639659399106774,0.6746987104415894,771468000
2016-02-18,0.7300699935762227,0.755682209569828,0.729338210991567,0.7327531576156616,1068660000
2016-02-19,0.7288501790321875,0.7490960625714203,0.7232398858666098,0.7425100207328796,525628000
2016-02-22,0.7532427407271874,0.7773913847245246,0.751779175971634,0.7688539624214172,449668000
2016-02-23,0.7627559292968024,0.7781232444447013,0.7590970170442372,0.7708054780960083,369380000
2016-02-24,0.767634556396121,0.7773915796713414,0.7464129784317152,0.7761719226837158,336852000
2016-02-25,0.7790988948688494,0.7817820582782533,0.7639754885978466,0.7778792381286621,349616000
2016-02-26,0.7815382059856678,0.7834895871215525,0.7649512337048942,0.7727568745613098,361964000
2016-02-29,0.7738587288528643,0.7838960974513735,0.7672487487154722,0.7677383422851562,323344000
2016-03-01,0.7696967603754239,0.8017674684524536,0.7684726599233542,0.8017674684524536,348700000
2016-03-02,0.7973607152708398,0.8093566302801554,0.7958918181891576,0.8064188361167908,233812000
2016-03-03,0.8054397141013666,0.8088671022375444,0.788547511813785,0.7993193864822388,302004000
2016-03-04,0.8054397755057031,0.8061742242149229,0.7907509180579694,0.7968713045120239,175304000
2016-03-07,0.7924644948727072,0.7978504318197488,0.7814478242345885,0.7917300462722778,239968000
2016-03-08,0.78365117543457,0.7883026638132269,0.7748378505370231,0.7772859930992126,274940000
2016-03-09,0.7841405274015131,0.7853645690303145,0.7667586809997905,0.7767961025238037,222788000
2016-03-10,0.7814478304390381,0.7858545220766023,0.759904199216467,0.7755722999572754,286084000
2016-03-11,0.7870784991190878,0.7890370480300073,0.7777755814892535,0.7887921929359436,277400000
2016-03-14,0.7851199495072301,0.7939332730224942,0.7814477070557394,0.7907506823539734,190312000
2016-03-15,0.7865889663779191,0.7917300482252844,0.7728793564166224,0.7868337631225586,226216000
2016-03-16,0.7809581089891726,0.8130288121906735,0.7772858665595562,0.8103358149528503,363644000
2016-03-17,0.8073982612167032,0.8113152428660443,0.7924645497973661,0.8034812211990356,353680000
2016-03-18,0.8130288674814813,0.8384895360411498,0.8078877277303903,0.8277177214622498,545512000
2016-03-21,0.8203733526270593,0.8304107193816251,0.8115600279401698,0.8301659226417542,337780000
2016-03-22,0.827472864674566,0.8345724360587669,0.8184146861791279,0.8286969065666199,242012000
2016-03-23,0.8323690875436884,0.8490164296041123,0.8286968454019427,0.8428961038589478,429008000
2016-03-24,0.8353068220807003,0.8455890416993325,0.8326138834248977,0.8441201448440552,244956000
2016-03-28,0.8426515417502183,0.8563611532316755,0.8416722962947562,0.8526889681816101,265388000
2016-03-29,0.849016601339457,0.8683569443386768,0.8470581107132437,0.8663984537124634,261812000
2016-03-30,0.8695808637411561,0.8874523058663706,0.8690912120023702,0.8754563927650452,376700000
2016-03-31,0.8793734920367835,0.8813319823899777,0.865419087757416,0.872273862361908,379884000
2016-04-01,0.8668880991706501,0.8854940530770474,0.86027811995039,0.8850044012069702,348292000
2016-04-04,0.8923485893734805,0.8970000766007431,0.873008250409049,0.8764356374740601,393940000
2016-04-05,0.8686019739648567,0.8832908317177407,0.8651745271278514,0.8752119541168213,339568000
2016-04-06,0.864194927693086,0.8769252892126224,0.8477923824234116,0.8764356374740601,453376000
2016-04-07,0.8708049665187875,0.8786390446781382,0.8637053952032078,0.8673775792121887,378104000
2016-04-08,0.8744773868586133,0.8801081207374836,0.8644399612301972,0.8730084896087646,255936000
2016-04-11,0.8781495697952968,0.8928384838950221,0.8754566304217039,0.8783944249153137,387524000
2016-04-12,0.8813320419681863,0.8825561422979163,0.8602780065906865,0.8774150609970093,292764000
2016-04-13,0.8813320940555864,0.8996931915084778,0.8813320940555864,0.8994483947753906,350716000
2016-04-14,0.8970003700453797,0.9058136956445334,0.8933281267255959,0.9018966555595398,416564000
2016-04-15,0.9016517375153772,0.9170750406472639,0.8987139432547057,0.9089961647987366,436972000
2016-04-18,0.9072823525567607,0.9072823525567607,0.8962656838849823,0.9050790071487427,307320000
2016-04-19,0.9085065805264035,0.9102202745164599,0.8832907058082076,0.8889214396476746,309152000
2016-04-20,0.8874524221659814,0.8977346430814918,0.886473176928389,0.8923487067222595,200172000
2016-04-21,0.8925935636553768,0.8967554583404657,0.887452482034954,0.8913695216178894,178280000
2016-04-22,0.894307317370733,0.9004276443048942,0.8850043410498927,0.8879421353340149,223540000
2016-04-25,0.8881868706862548,0.8972449912785376,0.8857387284081157,0.8923487067222595,191972000
